COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
AITKIN 3134 581 5516
ANOKA 75500 16919 93339
BECKER 5208 1134 10880
BELTRAMI 8688 2093 10783
BENTON 5640 1546 12872
"BIG STONE" 921 226 1608
"BLUE EARTH" 14428 3498 15667
BROWN 3763 1308 8708
CARLTON 8460 1591 8160
CARVER 21508 5132 29056
CASS 4949 1068 9982
CHIPPEWA 1978 480 3764
CHISAGO 9278 2509 18441
CLAY 12971 2884 13543
CLEARWATER 1100 220 2925
COOK 1912 327 1156
COTTONWOOD 1678 364 3679
"CROW WING" 10982 2573 22287
DAKOTA 110483 21374 99583
DODGE 3102 1025 6527
DOUGLAS 6227 1592 13966
FARIBAULT 2153 600 4659
FILLMORE 3872 912 6271
FREEBORN 6041 1202 8808
GOODHUE 9446 2230 14041
GRANT 1105 305 2063
HENNEPIN 429288 58919 191770
HOUSTON 4145 843 5616
HUBBARD 3423 821 7261
ISANTI 5657 1724 13635
ITASCA 9015 1945 12920
JACKSON 1492 383 3609
KANABEC 2327 620 5230
KANDIYOHI 7266 1721 12785
KITTSON 823 213 1349
KOOCHICHING 2306 488 3569
"LAC QUI PARLE" 1305 262 2293
LAKE 3077 512 2932
"LAKE OF THE WOODS" 553 149 1540
"LE SUEUR" 4623 1166 9182
LINCOLN 860 228 1931
LYON 3825 1134 7256
MAHNOMEN 930 167 991
MARSHALL 1225 384 3208
MARTIN 2733 736 7062
MCLEOD 4978 1674 12155
MEEKER 3191 987 8104
"MILLE LACS" 3710 967 8340
MORRISON 3637 1052 12925
MOWER 7437 1455 8823
MURRAY 1295 399 2974
NICOLLET 7886 1774 8437
NOBLES 2733 600 5299
NORMAN 1264 298 1699
OLMSTED 36268 8193 35668
"OTTER TAIL" 9340 2221 20939
PENNINGTON 2147 568 4000
PINE 4580 1040 8191
PIPESTONE 1127 343 3338
POLK 4712 1105 8979
POPE 2106 420 3793
RAMSEY 177738 24511 70894
"RED LAKE" 540 200 1141
REDWOOD 1887 587 5137
RENVILLE 2117 599 4890
RICE 14437 2577 15429
ROCK 1373 375 3091
ROSEAU 1856 497 5451
"SAINT LOUIS" 57771 10021 44630
SCOTT 28502 6579 39948
SHERBURNE 13293 3937 31053
SIBLEY 1954 627 5193
STEARNS 25576 6399 47617
STEELE 6241 1740 11198
STEVENS 2116 483 2799
SWIFT 1686 345 2963
TODD 2783 725 8485
TRAVERSE 630 119 1049
WABASHA 3866 977 6989
WADENA 1684 413 4837
WASECA 2838 848 5967
WASHINGTON 67086 12721 64428
WATONWAN 1814 416 2768
WILKIN 893 280 2129
WINONA 11366 2586 12122
WRIGHT 20334 6010 43274
"YELLOW MEDICINE" 1524 370 3382
