COUNTY DEM OTH REP
COUNTY Biden_D Other_O Trump_R
AUTAUGA 7503 429 19838
BALDWIN 24578 1557 83544
BARBOUR 4816 80 5622
BIBB 1986 84 7525
BLOUNT 2640 237 24711
BULLOCK 3446 21 1146
BUTLER 3965 65 5458
CALHOUN 15216 666 35101
CHAMBERS 6365 166 8753
CHEROKEE 1624 94 10583
CHILTON 3073 152 16085
CHOCTAW 3127 41 4296
CLARKE 5755 56 7324
CLAY 1267 62 5601
CLEBURNE 675 68 6484
COFFEE 5076 300 16899
COLBERT 8343 340 19203
CONECUH 2966 33 3442
COOSA 1796 52 3631
COVINGTON 2721 123 14586
CRENSHAW 1700 53 4864
CULLMAN 4478 493 36880
DALE 5170 265 14303
DALLAS 12230 110 5524
DEKALB 4281 308 24767
ELMORE 10367 499 30164
ESCAMBIA 4918 123 10869
ETOWAH 11567 633 35528
FAYETTE 1395 71 7300
FRANKLIN 2086 116 10376
GENEVA 1595 102 10848
GREENE 3884 16 875
HALE 4663 45 3192
HENRY 2606 85 6607
HOUSTON 12917 638 32618
JACKSON 3717 249 19670
JEFFERSON 181688 5317 138843
LAMAR 978 41 6174
LAUDERDALE 11915 703 31721
LAWRENCE 3562 147 12322
LEE 27860 1368 42221
LIMESTONE 13672 923 34640
LOWNDES 4972 27 1836
MACON 7108 74 1541
MADISON 87286 4701 102780
MARENGO 5488 69 5343
MARION 1463 139 12205
MARSHALL 5943 521 33191
MOBILE 79474 2447 101243
MONROE 4455 66 6147
MONTGOMERY 64529 1299 33311
MORGAN 13234 824 39664
PERRY 3860 31 1339
PICKENS 4022 52 5594
PIKE 5636 163 8042
RANDOLPH 2203 75 8559
RUSSELL 11228 237 9864
SHELBY 33268 1982 79700
"ST. CLAIR" 7744 531 36166
SUMTER 4648 45 1598
TALLADEGA 13138 290 22235
TALLAPOOSA 5859 169 14963
TUSCALOOSA 37765 1290 51117
WALKER 4834 334 26002
WASHINGTON 2258 54 6564
WILCOX 4048 22 1833
WINSTON 974 115 10195
