COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
AUTAUGA 6093 145 17403
BALDWIN 19386 756 61271
BARBOUR 5697 67 5866
BIBB 2299 83 6262
BLOUNT 3522 356 20389
BULLOCK 4011 13 1391
BUTLER 4188 36 5485
CALHOUN 16334 560 32348
CHAMBERS 6799 90 8067
CHEROKEE 2306 141 7298
CHILTON 3674 151 13960
CHOCTAW 3636 35 4223
CLARKE 5914 55 7466
CLAY 1760 75 4984
CLEBURNE 1168 108 5216
COFFEE 5079 130 14919
COLBERT 9703 401 14739
CONECUH 3429 44 3470
COOSA 2273 42 3248
COVINGTON 3240 103 12444
CRENSHAW 1938 34 4319
CULLMAN 5864 545 28896
DALE 5270 164 13886
DALLAS 13986 68 6798
DEKALB 5658 400 17957
ELMORE 8301 237 25777
ESCAMBIA 5188 111 9375
ETOWAH 13497 645 30595
FAYETTE 1994 80 5883
FRANKLIN 3469 176 8048
GENEVA 2134 106 9417
GREENE 4408 21 876
HALE 4982 32 3200
HENRY 3018 45 5585
HOUSTON 12225 256 29254
JACKSON 6374 417 14083
JEFFERSON 166121 2482 149921
LAMAR 1614 42 5419
LAUDERDALE 13329 707 24068
LAWRENCE 5164 239 9277
LEE 21498 597 32230
LIMESTONE 9536 417 23598
LOWNDES 5449 20 1809
MACON 9450 31 1396
MADISON 64117 1817 86965
MARENGO 5926 29 5516
MARION 2600 219 9536
MARSHALL 7038 401 25727
MOBILE 82181 1194 98049
MONROE 5025 52 6175
MONTGOMERY 62166 546 42031
MORGAN 13895 633 36014
PERRY 4457 23 1679
PICKENS 4594 39 5434
PIKE 5879 72 8004
RANDOLPH 3064 145 7175
RUSSELL 10085 125 8705
SHELBY 20625 958 69060
"ST. CLAIR" 6091 348 27649
SUMTER 5264 25 1731
TALLADEGA 13779 313 20112
TALLAPOOSA 6063 132 13116
TUSCALOOSA 32796 711 45405
WALKER 7420 510 20722
WASHINGTON 3067 54 5654
WILCOX 4612 14 1868
WINSTON 1757 171 8103
