COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
AUTAUGA 4758 127 15196
BALDWIN 15599 750 52971
BARBOUR 4832 46 5899
BIBB 2089 39 5472
BLOUNT 3938 180 17386
BULLOCK 3210 13 1494
BUTLER 3413 24 4979
CALHOUN 15083 352 29814
CHAMBERS 5347 63 7622
CHEROKEE 3040 86 5923
CHILTON 3778 86 12829
CHOCTAW 3303 27 3897
CLARKE 4627 37 6730
CLAY 1893 59 4624
CLEBURNE 1391 37 4370
COFFEE 4480 117 13019
COLBERT 10598 149 13188
CONECUH 2719 31 3271
COOSA 2055 41 2905
COVINGTON 3423 85 11119
CRENSHAW 1698 25 3777
CULLMAN 8045 328 26818
DALE 4484 126 13621
DALLAS 11175 63 7335
DEKALB 7092 139 16904
ELMORE 6471 153 22056
ESCAMBIA 3814 68 8513
ETOWAH 15328 353 26999
FAYETTE 2408 60 5534
FRANKLIN 4514 65 7690
GENEVA 2113 65 8342
GREENE 3764 26 958
HALE 4631 33 3281
HENRY 2452 28 4881
HOUSTON 9144 183 26874
JACKSON 8635 152 11534
JEFFERSON 132286 2001 158680
LAMAR 1956 35 4894
LAUDERDALE 14628 318 22161
LAWRENCE 6155 116 7730
LEE 16227 411 27972
LIMESTONE 9126 245 19702
LOWNDES 4233 2 1786
MACON 7800 37 1570
MADISON 52644 1245 77173
MARENGO 5037 30 5255
MARION 3808 84 8983
MARSHALL 8452 256 22783
MOBILE 63732 1025 92014
MONROE 3666 37 5831
MONTGOMERY 45160 393 44097
MORGAN 14131 399 32477
PERRY 3767 18 1738
PICKENS 3915 47 5170
PIKE 4334 66 7483
RANDOLPH 2817 57 6127
RUSSELL 8375 97 8337
SHELBY 14850 621 63435
"ST. CLAIR" 5456 205 23500
SUMTER 4527 26 1880
TALLADEGA 11374 193 18331
TALLAPOOSA 5451 109 12392
TUSCALOOSA 26447 506 42877
WALKER 9016 184 19167
WASHINGTON 3145 42 5060
WILCOX 3838 10 1834
WINSTON 2236 57 8130
